-0.95,1
-0.91,1
-0.87,2
-0.86,2
-0.85,1
-0.84,2
-0.83,5
-0.82,2
-0.81,3
-0.8,3
-0.79,7
-0.78,6
-0.77,5
-0.76,9
-0.75,6
-0.74,12
-0.73,8
-0.72,7
-0.71,8
-0.7,13
-0.69,17
-0.68,12
-0.67,11
-0.66,19
-0.65,26
-0.64,11
-0.63,20
-0.62,26
-0.61,32
-0.6,35
-0.59,31
-0.58,38
-0.57,37
-0.56,56
-0.55,52
-0.54,45
-0.53,74
-0.52,74
-0.51,75
-0.5,117
-0.49,127
-0.48,126
-0.47,134
-0.46,175
-0.45,176
-0.44,191
-0.43,230
-0.42,241
-0.41,333
-0.4,336
-0.39,349
-0.38,431
-0.37,431
-0.36,470
-0.35,532
-0.34,577
-0.33,645
-0.32,735
-0.31,798
-0.3,811
-0.29,910
-0.28,1033
-0.27,1072
-0.26,1111
-0.25,1163
-0.24,1272
-0.23,1430
-0.22,1537
-0.21,1598
-0.2,1810
-0.19,2023
-0.18,2168
-0.17,2422
-0.16,2569
-0.15,2828
-0.14,3191
-0.13,3521
-0.12,3809
-0.11,4394
-0.1,4862
-0.09,5331
-0.08,6343
-0.07,6755
-0.06,7613
-0.05,8400
-0.04,9003
-0.03,9729
-0.02,10481
-0.01,11292
-0,12013
0.01,11271
0.02,10335
0.03,9677
0.04,9255
0.05,8258
0.06,7531
0.07,6869
0.08,6146
0.09,5321
0.1,4870
0.11,4281
0.12,3833
0.13,3427
0.14,3111
0.15,2808
0.16,2547
0.17,2304
0.18,2148
0.19,1966
0.2,1862
0.21,1650
0.22,1573
0.23,1425
0.24,1324
0.25,1226
0.26,1096
0.27,1060
0.28,948
0.29,866
0.3,805
0.31,735
0.32,674
0.33,634
0.34,538
0.35,495
0.36,455
0.37,423
0.38,367
0.39,342
0.4,331
0.41,301
0.42,262
0.43,269
0.44,200
0.45,166
0.46,189
0.47,178
0.48,165
0.49,128
0.5,117
0.51,114
0.52,97
0.53,90
0.54,90
0.55,81
0.56,70
0.57,46
0.58,47
0.59,45
0.6,34
0.61,28
0.62,30
0.63,41
0.64,22
0.65,25
0.66,28
0.67,24
0.68,22
0.69,22
0.7,17
0.71,11
0.72,6
0.73,12
0.74,6
0.75,2
0.76,3
0.77,1
0.78,6
0.8,6
0.82,4
