-0.81,2
-0.77,3
-0.76,4
-0.75,4
-0.74,4
-0.73,7
-0.72,5
-0.71,4
-0.7,11
-0.69,12
-0.68,12
-0.67,16
-0.66,15
-0.65,21
-0.64,20
-0.63,31
-0.62,22
-0.61,26
-0.6,39
-0.59,31
-0.58,54
-0.57,57
-0.56,45
-0.55,48
-0.54,71
-0.53,77
-0.52,78
-0.51,89
-0.5,114
-0.49,143
-0.48,164
-0.47,174
-0.46,223
-0.45,180
-0.44,216
-0.43,266
-0.42,254
-0.41,295
-0.4,359
-0.39,409
-0.38,429
-0.37,451
-0.36,503
-0.35,566
-0.34,561
-0.33,656
-0.32,735
-0.31,839
-0.3,899
-0.29,898
-0.28,947
-0.27,1109
-0.26,1203
-0.25,1232
-0.24,1381
-0.23,1464
-0.22,1572
-0.21,1704
-0.2,1866
-0.19,1976
-0.18,2183
-0.17,2366
-0.16,2559
-0.15,2930
-0.14,3264
-0.13,3634
-0.12,3948
-0.11,4452
-0.1,4889
-0.09,5454
-0.08,5986
-0.07,6642
-0.06,7133
-0.05,7966
-0.04,8859
-0.03,9528
-0.02,10260
-0.01,11061
0,12666
0.01,11066
0.02,10435
0.03,9648
0.04,9000
0.05,8109
0.06,7423
0.07,6654
0.08,6004
0.09,5374
0.1,4764
0.11,4378
0.12,3694
0.13,3548
0.14,3179
0.15,2803
0.16,2704
0.17,2441
0.18,2198
0.19,1893
0.2,1865
0.21,1657
0.22,1544
0.23,1446
0.24,1421
0.25,1242
0.26,1202
0.27,1059
0.28,986
0.29,895
0.3,847
0.31,793
0.32,731
0.33,676
0.34,619
0.35,529
0.36,471
0.37,462
0.38,385
0.39,340
0.4,353
0.41,271
0.42,283
0.43,234
0.44,249
0.45,237
0.46,186
0.47,169
0.48,141
0.49,112
0.5,116
0.51,118
0.52,97
0.53,99
0.54,78
0.55,73
0.56,53
0.57,58
0.58,46
0.59,50
0.6,46
0.61,29
0.62,29
0.63,39
0.64,24
0.65,21
0.66,17
0.67,18
0.68,15
0.69,10
0.7,7
0.71,6
0.72,6
0.73,3
0.74,4
0.75,7
0.76,7
0.77,7
0.78,10
0.79,3
0.8,2
0.81,6
0.82,2
0.83,5
0.84,2
0.85,6
0.86,4
0.87,3
0.88,7
0.89,3
0.91,1
0.94,1
