-1.24,1
-1.17,1
-1.14,1
-1.11,1
-1.01,1
-1,2
-0.93,1
-0.92,1
-0.91,3
-0.9,1
-0.89,1
-0.88,3
-0.86,1
-0.83,1
-0.82,3
-0.81,3
-0.8,3
-0.79,2
-0.78,3
-0.77,3
-0.76,3
-0.75,6
-0.74,3
-0.73,2
-0.72,2
-0.71,5
-0.7,10
-0.69,4
-0.68,6
-0.67,6
-0.66,4
-0.65,11
-0.64,5
-0.63,11
-0.62,7
-0.61,5
-0.6,16
-0.59,13
-0.58,9
-0.57,9
-0.56,15
-0.55,12
-0.54,19
-0.53,16
-0.52,34
-0.51,25
-0.5,17
-0.49,27
-0.48,29
-0.47,30
-0.46,36
-0.45,35
-0.44,31
-0.43,36
-0.42,60
-0.41,41
-0.4,59
-0.39,64
-0.38,85
-0.37,75
-0.36,92
-0.35,111
-0.34,97
-0.33,122
-0.32,136
-0.31,170
-0.3,181
-0.29,222
-0.28,237
-0.27,277
-0.26,300
-0.25,346
-0.24,400
-0.23,470
-0.22,554
-0.21,595
-0.2,757
-0.19,831
-0.18,901
-0.17,1104
-0.16,1205
-0.15,1412
-0.14,1713
-0.13,2014
-0.12,2362
-0.11,2764
-0.1,3392
-0.09,4008
-0.08,4971
-0.07,5916
-0.06,7417
-0.05,8999
-0.04,11347
-0.03,13801
-0.02,17956
-0.01,22916
0,26312
0.01,22783
0.02,17820
0.03,14013
0.04,11239
0.05,8965
0.06,7395
0.07,5958
0.08,4958
0.09,4080
0.1,3270
0.11,2706
0.12,2424
0.13,1993
0.14,1766
0.15,1494
0.16,1237
0.17,1138
0.18,945
0.19,849
0.2,675
0.21,635
0.22,551
0.23,477
0.24,406
0.25,328
0.26,298
0.27,253
0.28,223
0.29,207
0.3,174
0.31,174
0.32,141
0.33,123
0.34,110
0.35,89
0.36,106
0.37,71
0.38,71
0.39,66
0.4,51
0.41,55
0.42,45
0.43,45
0.44,47
0.45,38
0.46,27
0.47,27
0.48,29
0.49,29
0.5,23
0.51,22
0.52,24
0.53,21
0.54,14
0.55,14
0.56,12
0.57,13
0.58,19
0.59,18
0.6,1
0.61,11
0.62,10
0.63,5
0.64,8
0.65,5
0.66,8
0.67,3
0.68,2
0.69,5
0.7,9
0.71,4
0.72,6
0.73,3
0.74,2
0.75,3
0.76,1
0.77,3
0.78,3
0.79,5
0.81,3
0.83,1
0.84,1
0.85,1
0.86,2
0.87,2
0.9,1
0.92,2
0.94,1
0.96,1
0.97,1
0.98,1
1,2
1.01,1
1.04,1
1.06,1
1.11,1
1.18,1
1.21,1
1.55,1
